السنة ,الربع,المنطقة ,المدينة ,نوع العقار ,مجموع الصفقات,المتوسط
2019,2,مكة المكرمة,الطائف,فيلا - سكني,2,127500
2019,2,مكة المكرمة,جدة,فيلا - سكني,241,78298.95794
2019,2,مكة المكرمة,مكة المكرمة,فيلا - سكني,11,39636.36364
2019,2,مكة المكرمة,الجموم - بحرة,محل - تجاري,38,457.374509
2019,2,مكة المكرمة,الطائف,محل - تجاري,37,336.543403
2019,2,مكة المكرمة,جدة,محل - تجاري,324,756.847633
2019,2,مكة المكرمة,رابغ,محل - تجاري,2,207.32016
2019,2,مكة المكرمة,مكة المكرمة,محل - تجاري,271,553.943644
2019,2,مكة المكرمة,جدة,معرض تجاري - تجاري,27,740.523381
2019,2,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,6,1494.553448
2019,2,مكة المكرمة,الجموم - بحرة,مكتب - تجاري,1,750
2019,2,مكة المكرمة,الطائف,مكتب - تجاري,4,291.871665
2019,2,مكة المكرمة,جدة,مكتب - تجاري,109,426.830054
2019,2,مكة المكرمة,مكة المكرمة,مكتب - تجاري,8,268.377195
2019,3,مكة المكرمة,الجموم - بحرة,استديو - سكني,4,13950
2019,3,مكة المكرمة,الطائف,استديو - سكني,18,9485.714285
2019,3,مكة المكرمة,القنفذة,استديو - سكني,12,14509.09091
2019,3,مكة المكرمة,الليث,استديو - سكني,3,8600
2019,3,مكة المكرمة,ثول,استديو - سكني,1,12000
2019,3,مكة المكرمة,جدة,استديو - سكني,690,14150.23582
2019,3,مكة المكرمة,خليص,استديو - سكني,1,6000
2019,3,مكة المكرمة,مكة المكرمة,استديو - سكني,39,11521.875
2019,3,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,1,12000
2019,3,مكة المكرمة,الطائف,دوبلاكس - سكني,4,29875
2019,3,مكة المكرمة,الليث,دوبلاكس - سكني,1,12000
2019,3,مكة المكرمة,جدة,دوبلاكس - سكني,164,85459.54
2019,3,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,10,34900
2019,3,مكة المكرمة,الجموم,دور - سكني,1,6000
2019,3,مكة المكرمة,الجموم - بحرة,دور - سكني,3,18800
2019,3,مكة المكرمة,الطائف,دور - سكني,123,20325.05405
2019,3,مكة المكرمة,تربة,دور - سكني,3,13800
2019,3,مكة المكرمة,جدة,دور - سكني,182,35176.29936
2019,3,مكة المكرمة,رابغ,دور - سكني,1,15000
2019,3,مكة المكرمة,مكة المكرمة,دور - سكني,137,27230.56
2019,3,مكة المكرمة,أضم,شقة - سكني,1,9600
2019,3,مكة المكرمة,الجموم,شقة - سكني,6,12066.66667
2019,3,مكة المكرمة,الجموم - بحرة,شقة - سكني,54,17612.91111
2019,3,مكة المكرمة,الخرمة,شقة - سكني,3,8266.666666
2019,3,مكة المكرمة,الطائف,شقة - سكني,1568,16976.79634
2019,3,مكة المكرمة,العرضيات - نمرة,شقة - سكني,2,18600
2019,3,مكة المكرمة,القنفذة,شقة - سكني,258,17110.18107
2019,3,مكة المكرمة,القنفذة - القوز,شقة - سكني,21,14503.55
2019,3,مكة المكرمة,الليث,شقة - سكني,194,14259.42342
2019,3,مكة المكرمة,تربة,شقة - سكني,4,11600
2019,3,مكة المكرمة,ثول,شقة - سكني,1,22000
2019,3,مكة المكرمة,جدة,شقة - سكني,22136,20721.76285
2019,3,مكة المكرمة,خليص,شقة - سكني,76,11345.59375
2019,3,مكة المكرمة,رابغ,شقة - سكني,123,12537.85714
2019,3,مكة المكرمة,رنية,شقة - سكني,2,7250
2019,3,مكة المكرمة,مكة المكرمة,شقة - سكني,5752,18073.37508
2019,3,مكة المكرمة,الطائف,فيلا - سكني,5,41600
2019,3,مكة المكرمة,تربة,فيلا - سكني,1,13090
2019,3,مكة المكرمة,جدة,فيلا - سكني,385,77535.42249
2019,3,مكة المكرمة,رابغ,فيلا - سكني,1,24000
2019,3,مكة المكرمة,مكة المكرمة,فيلا - سكني,40,41641.14706
2019,3,مكة المكرمة,الجموم,محل - تجاري,12,522.164368
2019,3,مكة المكرمة,الجموم - بحرة,محل - تجاري,49,451.794553
2019,3,مكة المكرمة,الطائف,محل - تجاري,128,655.369504
2019,3,مكة المكرمة,القنفذة,محل - تجاري,9,524.442597
2019,3,مكة المكرمة,القنفذة - القوز,محل - تجاري,1,3200
2019,3,مكة المكرمة,الليث,محل - تجاري,11,437.380953
2019,3,مكة المكرمة,تربة,محل - تجاري,1,354.16667
2019,3,مكة المكرمة,جدة,محل - تجاري,759,763.419516
2019,3,مكة المكرمة,خليص,محل - تجاري,1,303.0303
2019,3,مكة المكرمة,رابغ,محل - تجاري,3,433.333333
2019,3,مكة المكرمة,مكة المكرمة,محل - تجاري,821,789.881199
2019,3,مكة المكرمة,جدة,معرض تجاري - تجاري,48,872.368593
2019,3,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,24,1799.996778
2019,3,مكة المكرمة,الطائف,مكتب - تجاري,4,320.176282
2019,3,مكة المكرمة,جدة,مكتب - تجاري,185,437.931348
2019,3,مكة المكرمة,مكة المكرمة,مكتب - تجاري,48,366.974799
2019,4,مكة المكرمة,الجموم - بحرة,استديو - سكني,2,13200
2019,4,مكة المكرمة,الطائف,استديو - سكني,18,10829.41176
2019,4,مكة المكرمة,القنفذة,استديو - سكني,5,18000
2019,4,مكة المكرمة,القنفذة - القوز,استديو - سكني,1,9600
2019,4,مكة المكرمة,جدة,استديو - سكني,762,14083.92467
2019,4,مكة المكرمة,رابغ,استديو - سكني,1,6600
2019,4,مكة المكرمة,مكة المكرمة,استديو - سكني,78,12805.83333
2019,4,مكة المكرمة,الطائف,دوبلاكس - سكني,2,40250
2019,4,مكة المكرمة,جدة,دوبلاكس - سكني,260,80104.93827
2019,4,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,17,28852.0625
2019,4,مكة المكرمة,الجموم,دور - سكني,1,9163
2019,4,مكة المكرمة,الجموم - بحرة,دور - سكني,11,14218.18182
2019,4,مكة المكرمة,الطائف,دور - سكني,97,20724.39024
2019,4,مكة المكرمة,القنفذة,دور - سكني,1,12000
2019,4,مكة المكرمة,الليث,دور - سكني,1,80000
2019,4,مكة المكرمة,جدة,دور - سكني,194,35820.10559
2019,4,مكة المكرمة,رابغ,دور - سكني,2,42500
2019,4,مكة المكرمة,مكة المكرمة,دور - سكني,113,21162.18824
2019,4,مكة المكرمة,أضم,شقة - سكني,1,24000
2019,4,مكة المكرمة,الجموم,شقة - سكني,9,11215.11111
2019,4,مكة المكرمة,الجموم - بحرة,شقة - سكني,74,17017.85246
2019,4,مكة المكرمة,الطائف,شقة - سكني,1574,16579.82562
2019,4,مكة المكرمة,القنفذة,شقة - سكني,166,17900.72297
2019,4,مكة المكرمة,القنفذة - القوز,شقة - سكني,34,17121.76667
2019,4,مكة المكرمة,الليث,شقة - سكني,114,14780.23684
2019,4,مكة المكرمة,الموية,شقة - سكني,1,13200
2019,4,مكة المكرمة,تربة,شقة - سكني,5,10750
2019,4,مكة المكرمة,ثول,شقة - سكني,1,16800
2019,4,مكة المكرمة,جدة,شقة - سكني,26027,20585.24332
2019,4,مكة المكرمة,خليص,شقة - سكني,38,12677.41935
2019,4,مكة المكرمة,رابغ,شقة - سكني,69,12670.16071
2019,4,مكة المكرمة,رنية,شقة - سكني,3,10333.33333
2019,4,مكة المكرمة,مكة المكرمة,شقة - سكني,5713,17799.96988
2019,4,مكة المكرمة,الجموم - بحرة,فيلا - سكني,7,14640
2019,4,مكة المكرمة,الطائف,فيلا - سكني,8,43500
2019,4,مكة المكرمة,جدة,فيلا - سكني,406,78914.78488
2019,4,مكة المكرمة,مكة المكرمة,فيلا - سكني,47,42420.16667
2019,4,مكة المكرمة,أضم,محل - تجاري,1,380.95238
2019,4,مكة المكرمة,الجموم,محل - تجاري,6,784.791276
2019,4,مكة المكرمة,الجموم - بحرة,محل - تجاري,36,416.46987
2019,4,مكة المكرمة,الخرمة,محل - تجاري,3,604.315476
2019,4,مكة المكرمة,الطائف,محل - تجاري,159,698.033595
2019,4,مكة المكرمة,القنفذة,محل - تجاري,5,497.507936
2019,4,مكة المكرمة,القنفذة - القوز,محل - تجاري,1,2500
2019,4,مكة المكرمة,الليث,محل - تجاري,5,563.392857
2019,4,مكة المكرمة,ثول,محل - تجاري,1,312.5
2019,4,مكة المكرمة,جدة,محل - تجاري,1001,719.157399
2019,4,مكة المكرمة,رابغ,محل - تجاري,5,187.614678
2019,4,مكة المكرمة,رنية,محل - تجاري,1,250
2019,4,مكة المكرمة,مكة المكرمة,محل - تجاري,1278,970.487257
2019,4,مكة المكرمة,القنفذة,معرض تجاري - تجاري,1,477.19298
2019,4,مكة المكرمة,جدة,معرض تجاري - تجاري,75,785.867152
2019,4,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,93,1799.002822
2019,4,مكة المكرمة,الطائف,مكتب - تجاري,8,466.662176
2019,4,مكة المكرمة,جدة,مكتب - تجاري,347,420.465387
2019,4,مكة المكرمة,رابغ,مكتب - تجاري,1,145.9854
2019,4,مكة المكرمة,مكة المكرمة,مكتب - تجاري,92,390.385073
2020,1,مكة المكرمة,الخرمة,استديو - سكني,1,12000
2020,1,مكة المكرمة,الطائف,استديو - سكني,46,15242.30769
2020,1,مكة المكرمة,القنفذة,استديو - سكني,4,12000
2020,1,مكة المكرمة,القنفذة - القوز,استديو - سكني,2,7800
2020,1,مكة المكرمة,الليث,استديو - سكني,1,12000
2020,1,مكة المكرمة,جدة,استديو - سكني,774,13584.87441
2020,1,مكة المكرمة,رابغ,استديو - سكني,1,10500
2020,1,مكة المكرمة,مكة المكرمة,استديو - سكني,53,11736.36364
2020,1,مكة المكرمة,الطائف,دوبلاكس - سكني,4,24625
2020,1,مكة المكرمة,جدة,دوبلاكس - سكني,319,81980.48971
2020,1,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,14,29214.28571
2020,1,مكة المكرمة,الجموم - بحرة,دور - سكني,8,17200
2020,1,مكة المكرمة,الطائف,دور - سكني,112,20087.09524
2020,1,مكة المكرمة,الليث,دور - سكني,1,20000
2020,1,مكة المكرمة,تربة,دور - سكني,2,14692
2020,1,مكة المكرمة,جدة,دور - سكني,261,38583.41014
2020,1,مكة المكرمة,رابغ,دور - سكني,2,11750
2020,1,مكة المكرمة,رنية,دور - سكني,2,9000
2020,1,مكة المكرمة,مكة المكرمة,دور - سكني,104,25404.98592
2020,1,مكة المكرمة,الجموم,شقة - سكني,15,10527.21429
2020,1,مكة المكرمة,الجموم - بحرة,شقة - سكني,67,13724.03226
2020,1,مكة المكرمة,الخرمة,شقة - سكني,5,10800
2020,1,مكة المكرمة,الطائف,شقة - سكني,1521,16063.90716
2020,1,مكة المكرمة,العرضيات - نمرة,شقة - سكني,1,13200
2020,1,مكة المكرمة,القنفذة,شقة - سكني,224,15415.12745
2020,1,مكة المكرمة,القنفذة - القوز,شقة - سكني,40,14256.89189
2020,1,مكة المكرمة,الليث,شقة - سكني,150,12060.97872
2020,1,مكة المكرمة,الموية,شقة - سكني,2,15300
2020,1,مكة المكرمة,تربة,شقة - سكني,2,12000
2020,1,مكة المكرمة,ثول,شقة - سكني,8,16950
2020,1,مكة المكرمة,جدة,شقة - سكني,23631,20292.03029
2020,1,مكة المكرمة,خليص,شقة - سكني,55,12475.1875
2020,1,مكة المكرمة,رابغ,شقة - سكني,115,12690.03191
2020,1,مكة المكرمة,رنية,شقة - سكني,18,8050
2020,1,مكة المكرمة,مكة المكرمة,شقة - سكني,5038,17471.05838
2020,1,مكة المكرمة,الجموم - بحرة,فيلا - سكني,2,19200
2020,1,مكة المكرمة,الطائف,فيلا - سكني,5,33354.4
2020,1,مكة المكرمة,جدة,فيلا - سكني,304,73646.30502
2020,1,مكة المكرمة,مكة المكرمة,فيلا - سكني,14,42694.41667
2020,1,مكة المكرمة,أضم,محل - تجاري,1,384
2020,1,مكة المكرمة,الجموم,محل - تجاري,1,500
2020,1,مكة المكرمة,الجموم - بحرة,محل - تجاري,35,486.887247
2020,1,مكة المكرمة,الطائف,محل - تجاري,121,538.423426
2020,1,مكة المكرمة,العرضيات - نمرة,محل - تجاري,1,288
2020,1,مكة المكرمة,القنفذة,محل - تجاري,6,968.227946
2020,1,مكة المكرمة,الليث,محل - تجاري,9,394.285714
2020,1,مكة المكرمة,جدة,محل - تجاري,1192,818.192626
2020,1,مكة المكرمة,رابغ,محل - تجاري,12,367.652472
2020,1,مكة المكرمة,مكة المكرمة,محل - تجاري,813,1151.341399
2020,1,مكة المكرمة,جدة,معرض تجاري - تجاري,71,882.67454
2020,1,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,24,1279.587874
2020,1,مكة المكرمة,الجموم - بحرة,مكتب - تجاري,1,535.71429
2020,1,مكة المكرمة,الطائف,مكتب - تجاري,4,577.030812
2020,1,مكة المكرمة,جدة,مكتب - تجاري,377,407.534499
2020,1,مكة المكرمة,مكة المكرمة,مكتب - تجاري,55,321.46047
2020,2,مكة المكرمة,الجموم - بحرة,استديو - سكني,2,7500
2020,2,مكة المكرمة,الطائف,استديو - سكني,45,12294.73684
2020,2,مكة المكرمة,القنفذة,استديو - سكني,19,12133.33333
2020,2,مكة المكرمة,القنفذة - القوز,استديو - سكني,14,8671.428571
2020,2,مكة المكرمة,الليث,استديو - سكني,4,18100
2020,2,مكة المكرمة,تربة,استديو - سكني,4,6650
2020,2,مكة المكرمة,ثول,استديو - سكني,1,7200
2020,2,مكة المكرمة,جدة,استديو - سكني,777,13514.05357
2020,2,مكة المكرمة,خليص,استديو - سكني,1,10000
2020,2,مكة المكرمة,رابغ,استديو - سكني,9,8000
2020,2,مكة المكرمة,مكة المكرمة,استديو - سكني,65,9624
2020,2,مكة المكرمة,أضم,دوبلاكس - سكني,2,7500
2020,2,مكة المكرمة,الطائف,دوبلاكس - سكني,5,23000
2020,2,مكة المكرمة,القنفذة - القوز,دوبلاكس - سكني,1,24000
2020,2,مكة المكرمة,جدة,دوبلاكس - سكني,178,78039.82209
2020,2,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,13,21275.30769
2020,2,مكة المكرمة,أضم,دور - سكني,8,6000
2020,2,مكة المكرمة,الجموم,دور - سكني,6,9669.666666
2020,2,مكة المكرمة,الجموم - بحرة,دور - سكني,3,17200
2020,2,مكة المكرمة,الطائف,دور - سكني,100,20035.96774
2020,2,مكة المكرمة,العرضيات - نمرة,دور - سكني,1,6000
2020,2,مكة المكرمة,القنفذة - القوز,دور - سكني,1,8000
2020,2,مكة المكرمة,تربة,دور - سكني,1,6000
2020,2,مكة المكرمة,جدة,دور - سكني,268,35489.55794
2020,2,مكة المكرمة,رابغ,دور - سكني,2,31666.5
2020,2,مكة المكرمة,مكة المكرمة,دور - سكني,52,19521.52273
2020,2,مكة المكرمة,أضم,شقة - سكني,21,8366.666666
2020,2,مكة المكرمة,الجموم,شقة - سكني,78,10686.48387
2020,2,مكة المكرمة,الجموم - بحرة,شقة - سكني,105,14391.81818
2020,2,مكة المكرمة,الخرمة,شقة - سكني,24,8020
2020,2,مكة المكرمة,الطائف,شقة - سكني,2263,14962.72716
2020,2,مكة المكرمة,العرضيات - نمرة,شقة - سكني,14,9020
2020,2,مكة المكرمة,القنفذة,شقة - سكني,296,13938.95528
2020,2,مكة المكرمة,القنفذة - القوز,شقة - سكني,62,12799.32759
2020,2,مكة المكرمة,الليث,شقة - سكني,159,11254.82308
2020,2,مكة المكرمة,الموية,شقة - سكني,5,4840
2020,2,مكة المكرمة,تربة,شقة - سكني,21,9526.315789
2020,2,مكة المكرمة,ثول,شقة - سكني,1,13200
2020,2,مكة المكرمة,جدة,شقة - سكني,19875,20056.57196
2020,2,مكة المكرمة,خليص,شقة - سكني,59,11442.15686
2020,2,مكة المكرمة,رابغ,شقة - سكني,153,11452.94595
2020,2,مكة المكرمة,رنية,شقة - سكني,27,11000
2020,2,مكة المكرمة,مكة المكرمة,شقة - سكني,3619,16451.65517
2020,2,مكة المكرمة,الجموم - بحرة,فيلا - سكني,1,22000
2020,2,مكة المكرمة,الطائف,فيلا - سكني,4,27350
2020,2,مكة المكرمة,جدة,فيلا - سكني,345,70774.63492
2020,2,مكة المكرمة,رابغ,فيلا - سكني,1,25000
2020,2,مكة المكرمة,مكة المكرمة,فيلا - سكني,11,44151.45455
2020,2,مكة المكرمة,أضم,محل - تجاري,5,466.770832
2020,2,مكة المكرمة,الجموم,محل - تجاري,2,210.68376
2020,2,مكة المكرمة,الجموم - بحرة,محل - تجاري,7,288.007055
2020,2,مكة المكرمة,الطائف,محل - تجاري,116,463.330326
2020,2,مكة المكرمة,القنفذة,محل - تجاري,3,691.666666
2020,2,مكة المكرمة,الليث,محل - تجاري,1,300
2020,2,مكة المكرمة,تربة,محل - تجاري,6,240
2020,2,مكة المكرمة,جدة,محل - تجاري,576,704.166898
2020,2,مكة المكرمة,خليص,محل - تجاري,2,214.285715
2020,2,مكة المكرمة,رابغ,محل - تجاري,16,439.31325
2020,2,مكة المكرمة,مكة المكرمة,محل - تجاري,239,624.542782
2020,2,مكة المكرمة,الطائف,معرض تجاري - تجاري,8,537.831178
2020,2,مكة المكرمة,جدة,معرض تجاري - تجاري,46,867.868307
2020,2,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,3,934.112553
2020,2,مكة المكرمة,الطائف,مكتب - تجاري,5,255.048077
2020,2,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,1,375
2020,2,مكة المكرمة,جدة,مكتب - تجاري,207,424.38651
2020,2,مكة المكرمة,مكة المكرمة,مكتب - تجاري,24,289.826221
2020,3,مكة المكرمة,أضم,استديو - سكني,2,15600
2020,3,مكة المكرمة,الجموم,استديو - سكني,5,14000
2020,3,مكة المكرمة,الجموم - بحرة,استديو - سكني,13,12254.54545
2020,3,مكة المكرمة,الطائف,استديو - سكني,113,9291.463414
2020,3,مكة المكرمة,العرضيات - نمرة,استديو - سكني,16,5633.333333
2020,3,مكة المكرمة,القنفذة,استديو - سكني,16,12015.38462
2020,3,مكة المكرمة,القنفذة - القوز,استديو - سكني,34,6965.384615
2020,3,مكة المكرمة,الليث,استديو - سكني,4,7950
2020,3,مكة المكرمة,تربة,استديو - سكني,2,7800
2020,3,مكة المكرمة,جدة,استديو - سكني,1440,12400.9838
2020,3,مكة المكرمة,خليص,استديو - سكني,6,5500
2020,3,مكة المكرمة,رابغ,استديو - سكني,9,8688.888888
2020,3,مكة المكرمة,مكة المكرمة,استديو - سكني,204,9512.605042
2020,3,مكة المكرمة,الجموم,دوبلاكس - سكني,1,20000
2020,3,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,1,12000
2020,3,مكة المكرمة,الطائف,دوبلاكس - سكني,9,20955.55556
2020,3,مكة المكرمة,جدة,دوبلاكس - سكني,370,62748.42813
2020,3,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,19,37922.22222
2020,3,مكة المكرمة,الجموم,دور - سكني,8,7687.833333
2020,3,مكة المكرمة,الجموم - بحرة,دور - سكني,8,14815.57143
2020,3,مكة المكرمة,الخرمة,دور - سكني,6,12666.66667
2020,3,مكة المكرمة,الطائف,دور - سكني,205,18710.16185
2020,3,مكة المكرمة,القنفذة,دور - سكني,2,12000
2020,3,مكة المكرمة,القنفذة - القوز,دور - سكني,1,12000
2020,3,مكة المكرمة,الليث,دور - سكني,3,19333.33333
2020,3,مكة المكرمة,تربة,دور - سكني,1,12000
2020,3,مكة المكرمة,ثول,دور - سكني,1,8400
2020,3,مكة المكرمة,جدة,دور - سكني,436,31724.80168
2020,3,مكة المكرمة,رابغ,دور - سكني,3,15000
2020,3,مكة المكرمة,رنية,دور - سكني,5,16350
2020,3,مكة المكرمة,مكة المكرمة,دور - سكني,206,18316.20245
2020,3,مكة المكرمة,أضم,شقة - سكني,44,7169.230769
2020,3,مكة المكرمة,الجموم,شقة - سكني,173,9559.666666
2020,3,مكة المكرمة,الجموم - بحرة,شقة - سكني,255,12467.5514
2020,3,مكة المكرمة,الخرمة,شقة - سكني,125,7323.834862
2020,3,مكة المكرمة,الطائف,شقة - سكني,5065,14402.57554
2020,3,مكة المكرمة,العرضيات - نمرة,شقة - سكني,25,8894.5
2020,3,مكة المكرمة,القنفذة,شقة - سكني,480,13726.95962
2020,3,مكة المكرمة,القنفذة - القوز,شقة - سكني,190,10379.29714
2020,3,مكة المكرمة,الليث,شقة - سكني,317,13076.70683
2020,3,مكة المكرمة,الموية,شقة - سكني,6,12000
2020,3,مكة المكرمة,تربة,شقة - سكني,86,7383.305555
2020,3,مكة المكرمة,ثول,شقة - سكني,8,11000
2020,3,مكة المكرمة,جدة,شقة - سكني,38909,19800.3686
2020,3,مكة المكرمة,خليص,شقة - سكني,113,10713.06186
2020,3,مكة المكرمة,رابغ,شقة - سكني,276,12040.94836
2020,3,مكة المكرمة,رنية,شقة - سكني,57,9324.852941
2020,3,مكة المكرمة,مكة المكرمة,شقة - سكني,10959,16154.77603
2020,3,مكة المكرمة,الجموم - بحرة,فيلا - سكني,1,9600
2020,3,مكة المكرمة,الطائف,فيلا - سكني,14,32717.92308
2020,3,مكة المكرمة,الليث,فيلا - سكني,1,10000
2020,3,مكة المكرمة,تربة,فيلا - سكني,1,13090
2020,3,مكة المكرمة,جدة,فيلا - سكني,572,67760.65659
2020,3,مكة المكرمة,خليص,فيلا - سكني,1,15000
2020,3,مكة المكرمة,رابغ,فيلا - سكني,1,7826
2020,3,مكة المكرمة,مكة المكرمة,فيلا - سكني,40,32229.08571
2020,3,مكة المكرمة,أضم,محل - تجاري,8,491.805555
2020,3,مكة المكرمة,الجموم,محل - تجاري,18,439.304277
2020,3,مكة المكرمة,الجموم - بحرة,محل - تجاري,18,370.881354
2020,3,مكة المكرمة,الخرمة,محل - تجاري,13,190.507832
2020,3,مكة المكرمة,الطائف,محل - تجاري,672,512.986422
2020,3,مكة المكرمة,العرضيات - نمرة,محل - تجاري,18,278.886678
2020,3,مكة المكرمة,القنفذة,محل - تجاري,43,617.002108
2020,3,مكة المكرمة,القنفذة - القوز,محل - تجاري,36,506.518434
2020,3,مكة المكرمة,الليث,محل - تجاري,30,428.139447
2020,3,مكة المكرمة,تربة,محل - تجاري,5,296.73913
